target pageflip timestamp,pageflip timestamp,render start,render end,safety margin,refresh duration,vrr,tearing,predicted render time
8045997251999,8046014083000,8045975868227,8045984102339,21567699,16668333,0,0,21312453
8046114092998,8046114324000,8046089628999,8046097297718,16409199,16668333,0,0,21152275
8046147660666,8046164453000,8046123553319,8046132943823,21568877,16668333,0,0,20849059
8046180997332,8046197866000,8046158062644,8046166811435,21185394,16668333,0,0,20849059
8046214457999,8046231282000,8046191867189,8046197827559,20703677,16668333,0,0,20903501
8046247870999,8046264700000,8046226766638,8046234361136,20543025,16668333,0,0,20879419
8046298036666,8046298112000,8046264413160,8046273326064,21564057,16668333,0,0,20560002
8046314704999,8046314821000,8046286476976,8046290846782,20909186,16668333,0,0,20560002
8046331448666,8046331533000,8046298015313,8046302266641,20795501,16668333,0,0,20560631
8046348157666,8046364946000,8046329942540,8046335448853,20296829,16668333,0,0,20402232
8046381537999,8046398365000,8046363927988,8046371183229,20012284,16668333,0,0,20244073
8046415033333,8046431781000,8046398334404,8046407653023,20085822,16668333,0,0,19923847
8046465117666,8046465191000,8046432878379,8046439418134,20341185,16668333,0,0,19986359
8046498527666,8046498611000,8046467013503,8046474467387,21132139,16668333,0,0,19837255
8046531947666,8046532027000,8046501579189,8046508650079,20740943,16668333,0,0,19754997
8046565363666,8046565439000,8046536031979,8046543848075,20224118,16668333,0,0,19648499
8046598700332,8046665691000,8046570715192,8046577808653,18926484,16668333,0,0,19648499
8046665448998,8046682397000,8046645203018,8046661008165,20245748,16668333,0,0,19597018
8046699027666,8046699108000,8046673671708,8046680674762,17217956,16668333,0,0,19289422
8046732444666,8046732519000,8046708220571,8046715152976,17101563,16668333,0,0,24291566
8046765855666,8046782643000,8046742738132,8046749816790,25609577,16668333,0,0,24143424
8046799192332,8046816060000,8046777334400,8046786336966,25817540,16668333,0,0,24143424
8046832647999,8046849475000,8046811442588,8046819219173,25455376,16668333,0,0,23942235
8046866064999,8046882894000,8046846135290,8046853245823,26098193,16668333,0,0,23956763
8046899479999,8046916310000,8046879981169,8046885050844,25218921,16668333,0,0,23869091
8046932898999,8046949724000,8046914377777,8046923145129,25862211,16668333,0,0,23736865
8046966314999,8046983140000,8046949073064,8046955291346,26045712,16668333,0,0,23471591
8047016476666,8047016555000,8046983328710,8046990968386,24452020,16668333,0,0,23298142
8047049891666,8047049971000,8047017549746,8047024979592,24670588,16668333,0,0,23219841
8047083307666,8047083390000,8047051976913,8047060541964,22336228,16668333,0,0,23126077
8047116726666,8047116806000,8047086615197,8047093926827,22160429,16668333,0,0,23120748
8047216815998,8047233758000,8047195680064,8047202847058,25606290,16668333,0,0,23015740
8047250152664,8047267173000,8047229416760,8047238846907,24875828,16668333,0,0,23015740
8047283762999,8047300590000,8047263427898,8047268806006,24367082,16668333,0,0,22620407
8047317177999,8047334007000,8047297517363,8047304349204,23698500,16668333,0,0,22688446
8047350594999,8047367421000,8047332506811,8047345758861,21224438,16668333,0,0,22455524
8047384089333,8047400835000,8047367285939,8047373941607,24207370,16668333,0,0,22702165
8047434171666,8047434254000,8047401820372,8047409133953,24179145,16668333,0,0,22542356
8047450839999,8047450964000,8047422137843,8047428093662,23019116,16668333,0,0,22542356
8047467590666,8047467667000,8047436253310,8047443644512,23593972,16668333,0,0,22432093
8047484300666,8047484376000,8047450907862,8047454279622,23285832,16668333,0,0,22332741
8047501003666,8047501085000,8047467781118,8047473303054,23758359,16668333,0,0,22283445
8047534421666,8047534504000,8047502255770,8047509681524,23013782,16668333,0,0,21993690
8047567840666,8047567919000,8047536879260,8047545824003,21081475,16668333,0,0,21912530
8047601255666,8047601336000,8047571390317,8047578866848,21596821,16668333,0,0,21950264
8047634672666,8047651455000,8047606627330,8047621152156,23574298,16668333,0,0,21866528
8047668009332,8047684872000,8047641101042,8047653698242,23096783,16668333,0,0,21866528
8047701459999,8047785123000,8047675220118,8047683612084,33623868,16668333,0,0,22565417
8047818459666,8047818535000,8047785167751,8047793659541,24051547,16668333,0,0,22562057
8047835127999,8047851949000,8047812742770,8047824856176,24825317,16668333,0,0,22562057
8047868539999,8047885365000,8047847328528,8047858826256,23819758,16668333,0,0,22483646
8047901953999,8047918784000,8047881643620,8047886620840,24510763,16668333,0,0,22688024
8047935369999,8047952198000,8047916419727,8047921460402,24171529,16668333,0,0,22825753
8047968788999,8047985619000,8047951156617,8047959496399,23773029,16668333,0,0,22484816
8048002202999,8048019029000,8047984977349,8047990918459,22584637,16668333,0,0,22166209
8048052365666,8048052450000,8048019866339,8048025735353,23620082,16668333,0,0,21843562
8048085786666,8048085860000,8048054230428,8048058868063,22331592,16668333,0,0,21609041
8048102454999,8048102571000,8048068612235,8048075016817,23936826,16668333,0,0,21609041
8048119196666,8048119281000,8048088610575,8048094770451,23208236,16668333,0,0,21303347
8048152617666,8048152695000,8048122072743,8048127907394,23751692,16668333,0,0,21125025
8048186031666,8048186107000,8048156591159,8048162929058,23667978,16668333,0,0,20922440
8048219443666,8048236231000,8048191055966,8048199014110,21860493,16668333,0,0,20762470
8048252780332,8048336485000,8048229896325,8048236301199,16190910,16668333,0,0,20762470
8048369821666,8048369898000,8048336492793,8048340395762,25856048,16668333,0,0,20246347
8048386489999,8048403316000,8048367349685,8048375825400,25483355,16668333,0,0,20246347
8048419902999,8048436729000,8048402060440,8048409763511,25569662,16668333,0,0,19944533
8048453320999,8048470142000,8048436233186,8048444271927,26068431,16668333,0,0,19979234
8048486810333,8048503560000,8048470120581,8048476402464,25680609,16668333,0,0,19938529
8048536896666,8048536974000,8048504525640,8048509206800,25129612,16668333,0,0,19800580
8048570310666,8048570395000,8048539080176,8048545997812,24119948,16668333,0,0,19560580
8048603731666,8048620516000,8048573607038,8048588237202,23968708,16668333,0,0,19481771
8048637068332,8048637225000,8048608842753,8048615575271,20762294,16668333,0,0,19481771
8048670561666,8048670643000,8048643563320,8048650718396,19150334,16668333,0,0,22897178
8048703979666,8048704056000,8048677122365,8048683397095,20930951,16668333,0,0,22771838
8048737392666,8048737470000,8048704059390,8048711959572,24326083,16668333,0,0,22590901
8048754060999,8048754183000,8048721302134,8048726966111,24529797,16668333,0,0,22590901
8048787519666,8048787598000,8048755453345,8048761364280,24013212,16668333,0,0,22420722
8048820934666,8048821011000,8048789868447,8048798515343,21670129,16668333,0,0,22226336
8048854347666,8048854430000,8048824225029,8048831126601,22679536,16668333,0,0,22235814
8048887684332,8048954678000,8048858548213,8048867355226,21136830,16668333,0,0,22235814
8048954439998,8048971382000,8048934593979,8048950322800,20777937,16668333,0,0,22110680
8048988014666,8049004797000,8048960563762,8048973058166,29121457,16668333,0,0,22170856
8049021386999,8049021505000,8048994938251,8049001864903,18555460,16668333,0,0,23956285
8049054841666,8049054924000,8049029546035,8049037193103,17184351,16668333,0,0,24124257
8049088260666,8049105044000,8049064055305,8049072025794,29692346,16668333,0,0,23993428
8049121597332,8049138460000,8049098440418,8049105852297,29669738,16668333,0,0,23993428
8049155048999,8049171877000,8049131955311,8049139439450,29403000,16668333,0,0,23834644
8049188464999,8049205297000,8049166626418,8049173195097,28731865,16668333,0,0,23693998
8049221881999,8049238710000,8049200802826,8049206679794,27245461,16668333,0,0,23562248
8049255301999,8049272127000,8049235650709,8049242893125,28145990,16668333,0,0,23372803
8049272046666,8049288835000,8049243363843,8049253559193,27951608,16668333,0,0,23144561
8049305463666,8049305539000,8049272089656,8049277383530,27650461,16668333,0,0,23017564
8049322171666,8049338960000,8049304759122,8049311575827,26936684,16668333,0,0,23067567
8049372296666,8049372371000,8049339079957,8049347755247,23738500,16668333,0,0,22786818
8049405707666,8049405790000,8049373622868,8049380960262,23959842,16668333,0,0,22775035
8049439126666,8049439205000,8049407925896,8049416305072,22268826,16668333,0,0,22659836
8049472541666,8049472621000,8049441717027,8049447874090,23859822,16668333,0,0,22623515
8049505878332,8049572867000,8049476066002,8049482884828,23828970,16668333,0,0,22623515
8049572630998,8049589577000,8049550062572,8049566531933,23387053,16668333,0,0,22429795
8049606203666,8049622994000,8049577798987,8049585258202,29767139,16668333,0,0,22005015
8049639581999,8049639698000,8049612370182,8049619146516,20737756,16668333,0,0,25705327
8049673034666,8049673115000,8049646812402,8049653827213,19484291,16668333,0,0,25497060
8049706451666,8049706529000,8049681338479,8049688628617,17993504,16668333,0,0,25347763
8049739865666,8049756657000,8049715590776,8049724280319,28090866,16668333,0,0,25220808
8049773202332,8049790073000,8049750686956,8049756055587,27719360,16668333,0,0,25220808
8049806661999,8049823487000,8049785527049,8049791963439,28372598,16668333,0,0,25191021
8049840077999,8049840197000,8049812859888,8049821482098,18925072,16668333,0,0,24932152
8049856823666,8049856902000,8049823345060,8049830591956,26080214,16668333,0,0,24756019
8049873533666,8049873613000,8049840073973,8049842821933,27561482,16668333,0,0,24749890
8049890238666,8049890321000,8049856665902,8049861617524,26961246,16668333,0,0,24690767
8049906949666,8049923732000,8049888623002,8049892968416,27764516,16668333,0,0,24481771
8049940325999,8049957149000,8049923174410,8049930363653,26189102,16668333,0,0,24351973
8049990485666,8049990570000,8049957207567,8049962730418,26120852,16668333,0,0,23967883
8050023906666,8050023984000,8049990796518,8049999155276,23572269,16668333,0,0,23766324
8050057243332,8050140937000,8050025827137,8050032089490,25684147,16668333,0,0,23766324
8050140662331,8050157644000,8050114289728,8050127430058,25791897,16668333,0,0,23776876
8050174273666,8050174356000,8050140797068,8050146267336,25854107,16668333,0,0,23252283
8050190980666,8050191060000,8050161844522,8050167215197,23830532,16668333,0,0,23449404
8050224396666,8050224477000,8050196130434,8050202859509,21750037,16668333,0,0,23246555
8050257813666,8050257896000,8050230704877,8050236642868,20969064,16668333,0,0,23137178
8050291232666,8050291310000,8050264888166,8050272974527,18312063,16668333,0,0,22976691
8050324646666,8050324726000,8050298523827,8050305003066,18987957,16668333,0,0,22977972
8050358062666,8050358142000,8050333116814,8050339308771,18908007,16668333,0,0,22854120
8050374730999,8050391555000,8050357345038,8050364485343,26359197,16668333,0,0,22854120
8050408146999,8050408262000,8050378290973,8050383670112,24234988,16668333,0,0,22713895
8050424891666,8050424971000,8050391514391,8050399030485,24310767,16668333,0,0,22643524
8050441598666,8050441682000,8050415513280,8050422931177,17806985,16668333,0,0,22547965
8050475018666,8050491804000,8050450104474,8050458582440,24219209,16668333,0,0,22505916
8050508355332,8050525218000,8050484799370,8050494422682,23603195,16668333,0,0,22505916
8050541808999,8050558639000,8050518888822,8050526835938,23411826,16668333,0,0,22558318
8050575222999,8050592049000,8050553547272,8050561164545,23411608,16668333,0,0,22670925
8050625312332,8050709011000,8050592915756,8050601307068,24950490,16668333,0,0,22639873
8050708727331,8050725715000,8050678269838,8050685596573,25198030,16668333,0,0,22579886
8050742347666,8050742421000,8050708800186,8050714056998,25378495,16668333,0,0,22576759
8050759051666,8050759131000,8050728581574,8050734822200,24530492,16668333,0,0,22527017
8050792467666,8050792544000,8050763111138,8050771458156,21330877,16668333,0,0,22325500
8050825880666,8050825963000,8050797712058,8050804726659,20348566,16668333,0,0,22313433
8050859299666,8050859381000,8050831989898,8050840761613,18407026,16668333,0,0,22198532
8050892717666,8050909504000,8050866383023,8050877608715,22280532,16668333,0,0,22218235
8050926054332,8050926211000,8050900450785,8050906243169,19915885,16668333,0,0,22218235
8050942840666,8050959627000,8050923601054,8050929283468,24466894,16668333,0,0,22525151
8050976215999,8050976331000,8050944441371,8050950003089,22302757,16668333,0,0,22413328
8050992963666,8050993042000,8050959656998,8050964228811,22546164,16668333,0,0,22187300
8051009667666,8051009751000,8050979381681,8050986751681,22318927,16668333,0,0,22075349
8051043087666,8051043163000,8051013860626,8051019715844,22719631,16668333,0,0,21887256
8051076499666,8051076584000,8051048578241,8051057531661,18004917,16668333,0,0,21695599
8051109920666,8051110000000,8051082939870,8051090559193,18719571,16668333,0,0,21736032
8051143336666,8051143412000,8051117089790,8051124371045,19150038,16668333,0,0,21664768
8051210085332,8051260370000,8051190099405,8051198039900,16622945,16668333,0,0,21569770
8051276758664,8051277078000,8051244808138,8051258411171,18817234,16668333,0,0,21569770
8051293706666,8051293788000,8051260234036,8051273027956,21522810,16668333,0,0,21413627
8051310414666,8051327201000,8051293206967,8051300465008,24735738,16668333,0,0,21608851
8051360537666,8051360614000,8051327255022,8051336742286,23884177,16668333,0,0,21639978
8051393950666,8051394029000,8051361601735,8051368643590,25658986,16668333,0,0,21685168
8051427365666,8051427447000,8051396112507,8051403129829,23817030,16668333,0,0,21542935
8051460783666,8051460864000,8051430564443,8051436566698,23593174,16668333,0,0,21403897
8051494200666,8051510988000,8051464984126,8051478007257,24413687,16668333,0,0,21201682
8051527537332,8051527694000,8051498830337,8051504097455,23451241,16668333,0,0,21201682
8051561030666,8051561109000,8051532627612,8051539867993,20486580,16668333,0,0,21564522
8051577698999,8051577821000,8051543681576,8051551406718,24008344,16668333,0,0,21564522
8051594445666,8051594530000,8051563029383,8051568748673,23276833,16668333,0,0,21425937
8051611157666,8051611233000,8051577828958,8051583139899,23413893,16668333,0,0,21375180
8051644569666,8051644652000,8051612410507,8051621233779,22478078,16668333,0,0,21129932
8051677988666,8051678066000,8051647159342,8051654572084,22444351,16668333,0,0,21124547
8051711402666,8051728189000,8051682514905,8051697396811,23156919,16668333,0,0,21011644
8051744739332,8051828437000,8051720815848,8051727284002,16400497,16668333,0,0,21011644
8051861773666,8051861853000,8051828585442,8051833458200,24334586,16668333,0,0,21816445
8051878441999,8051895272000,8051857690665,8051866422066,23533755,16668333,0,0,21816445
8051911857999,8051928686000,8051892050348,8051899622230,22778094,16668333,0,0,21516870
8051945276999,8051962099000,8051926097603,8051936152520,23876466,16668333,0,0,21498720
8051978690999,8051995515000,8051960408791,8051967590156,23783198,16668333,0,0,21392023
8052012103999,8052028935000,8051994894332,8052000352630,23199822,16668333,0,0,21476514
8052062271666,8052062349000,8052029981564,8052035663693,23149504,16668333,0,0,21087918
8052095685666,8052095766000,8052064350221,8052072396959,23305645,16668333,0,0,20865558
8052129102666,8052129182000,8052098741414,8052102505551,23277574,16668333,0,0,20814745
8052162518666,8052179303000,8052133013127,8052139812803,22978915,16668333,0,0,20473673
8052195855332,8052196011000,8052164014573,8052171242469,23870269,16668333,0,0,20473673
8052212639666,8052212721000,8052179887850,8052187673354,21965464,16668333,0,0,20293903
8052229347666,8052229430000,8052195897554,8052201503837,23249046,16668333,0,0,20250976
8052246057666,8052246137000,8052214628853,8052220771769,22341934,16668333,0,0,20228974
8052279473666,8052279550000,8052248459433,8052254054741,21515864,16668333,0,0,20054911
8052312886666,8052329680000,8052282746221,8052291993485,21262418,16668333,0,0,19867323
8052346223332,8052346384000,8052317684776,8052324664009,20893491,16668333,0,0,19867323
8052379684999,8052429922000,8052352458692,8052358854283,20975559,16668333,0,0,19998099
8052429725665,8052446632000,8052409984240,8052424550669,22450738,16668333,0,0,19948084
8052463258666,8052480045000,8052429876762,8052437665426,26303558,16668333,0,0,19603435
8052479968666,8052496753000,8052454799056,8052464922374,25516367,16668333,0,0,22133816
8052513381666,8052530173000,8052489412125,8052497849754,26214277,16668333,0,0,22075662
8052546757999,8052563589000,8052523171061,8052529737140,26361745,16668333,0,0,22137035
8052580177999,8052597002000,8052557413187,8052565065093,26808549,16668333,0,0,22121677
8052613593999,8052630419000,8052592295989,8052601037725,26864444,16668333,0,0,21968504
8052647006999,8052663835000,8052626661825,8052636175447,26697739,16668333,0,0,21894012
8052680423999,8052697249000,8052661240063,8052665156729,26728121,16668333,0,0,21904554
8052713839999,8052730670000,8052695702002,8052700740804,26770485,16668333,0,0,21969621
8052747253999,8052764085000,8052729974303,8052737225142,25763239,16668333,0,0,21632080
8052780674999,8052780790000,8052754053271,8052763289125,17236438,16668333,0,0,21387197
8052814126666,8052814206000,8052780678685,8052786204452,25846354,16668333,0,0,21336284
8052847542666,8052847623000,8052814263459,8052819536795,25494320,16668333,0,0,21132415
8052880959666,8052881035000,8052848587302,8052857050802,23840629,16668333,0,0,20920545
8052914371666,8052931161000,8052883154434,8052888452537,27437017,16668333,0,0,20945893
8052981165999,8053048117000,8052952976961,8052960778046,20633349,16668333,0,0,20636477
8053047839331,8053081536000,8053028527192,8053045144899,34152373,16668333,0,0,20636477
8053081453666,8053098242000,8053055521787,8053061837910,33674884,16668333,0,0,20577216
8053114872666,8053131656000,8053089960123,8053095034719,33485454,16668333,0,0,26639422
8053148246999,8053165073000,8053125356472,8053131291534,34165880,16668333,0,0,26535802
8053181660999,8053198486000,8053160109673,8053167247339,31062368,16668333,0,0,26249303
8053215077999,8053231907000,8053194497122,8053200602559,31532061,16668333,0,0,26033042
8053248490999,8053265321000,8053229472439,8053239035214,25752544,16668333,0,0,25905268
8053281911999,8053298738000,8053263703194,8053271473870,27450960,16668333,0,0,25710686
8053315325999,8053332153000,8053297487129,8053301818987,29886773,16668333,0,0,25778117
8053365489666,8053365565000,8053332247074,8053340432121,24729158,16668333,0,0,25378793
8053382157999,8053382277000,8053350651667,8053357265949,24929276,16668333,0,0,25378793
8053398901666,8053398986000,8053366467706,8053374035913,25334746,16668333,0,0,25344572
8053415613666,8053432402000,8053382657563,8053386181462,33603189,16668333,0,0,25268575
8053432322666,8053449105000,8053400883151,8053405881086,32852769,16668333,0,0,25226604
8053465738666,8053482524000,8053435907862,8053443770028,32418637,16668333,0,0,24869945
8053499109999,8053515939000,8053470296530,8053483995409,31418567,16668333,0,0,24749780
8053532528999,8053616189000,8053507637565,8053515771699,20504035,16668333,0,0,24714906
8053615948998,8053632898000,8053596715726,8053608520181,24381949,16668333,0,0,25131354
8053649525666,8053666313000,8053616475980,8053621927877,32549040,16668333,0,0,24976314
8053666234666,8053683020000,8053644105512,8053649634361,33102524,16668333,0,0,25089693
8053699649666,8053716436000,8053678838982,8053685792043,29830869,16668333,0,0,24836604
8053733024999,8053749851000,8053713855408,8053718496919,31403195,16668333,0,0,24718142
8053766440999,8053783266000,8053748627080,8053756680039,26355645,16668333,0,0,24581369
8053799934333,8053816682000,8053783106371,8053791201914,25412974,16668333,0,0,24254846
8053833350333,8053850100000,8053816520167,8053825217107,25148757,16668333,0,0,24216348
8053883355332,8053900219000,8053851207791,8053863467661,33473480,16668333,0,0,24216348
8053916773332,8053916928000,8053885920543,8053891787614,24678931,16668333,0,0,24221514
8053950264666,8053950344000,8053919810380,8053928287669,22143754,16668333,0,0,24519343
8053966932999,8053983758000,8053937344575,8053944733051,34046194,16668333,0,0,24519343
8053983680666,8054000471000,8053961729444,8053966256113,33308287,16668333,0,0,24470289
8054017094666,8054017177000,8053983873764,8053990761202,25456033,16668333,0,0,24340273
8054033807666,8054033888000,8054000353136,8054007386973,25955988,16668333,0,0,24181111
8054050513666,8054067303000,8054033374560,8054042238482,24342170,16668333,0,0,24104811
8054133976332,8054184260000,8054107431371,8054115858973,22657499,16668333,0,0,24030621
8054183981331,8054200963000,8054162655665,8054173951800,27161796,16668333,0,0,24030621
8054217596666,8054217672000,8054184123282,8054189852372,27867662,16668333,0,0,23879079
8054234299666,8054251086000,8054209208770,8054217920322,32659180,16668333,0,0,23964559
8054267676999,8054284507000,8054243706411,8054252390159,31345418,16668333,0,0,23841838
8054301090999,8054317922000,8054278336929,8054285017274,33130929,16668333,0,0,23809163
8054334511999,8054351336000,8054311900033,8054321736073,30001961,16668333,0,0,23771047
8054367926999,8054384754000,8054346413070,8054352573308,32021622,16668333,0,0,23589558
8054401340999,8054418171000,8054380915058,8054386690768,31256427,16668333,0,0,23646247
8054434758999,8054451580000,8054415100660,8054420415133,30708114,16668333,0,0,23428906
8054468175999,8054485000000,8054449983017,8054459441436,25536821,16668333,0,0,23195099
8054501584999,8054518414000,8054483681888,8054489842539,27771255,16668333,0,0,22940884
8054535082333,8054551829000,8054518356659,8054523249801,28902307,16668333,0,0,22801658
8054568418999,8054585246000,8054536558281,8054540530929,33842123,16668333,0,0,22801658
8054585165666,8054601954000,8054560952427,8054567556333,34089343,16668333,0,0,22531117
8054618582666,8054635369000,8054585489012,8054590041784,34057390,16668333,0,0,22211962
8054635290666,8054652077000,8054602374615,8054606786151,34205199,16668333,0,0,22148414
8054668705666,8054752324000,8054639974480,8054646884024,27701658,16668333,0,0,21885943
8054752086998,8054769037000,8054725686411,8054736824363,32262701,16668333,0,0,21756211
8054785660666,8054785745000,8054752436887,8054756248722,29209614,16668333,0,0,21497083
8054802373666,8054802447000,8054769120650,8054776000557,26004176,16668333,0,0,21619600
8054835783666,8054852574000,8054803564722,8054816179721,33354706,16668333,0,0,21425457
8054869120332,8054869285000,8054838413918,8054844971565,23489190,16668333,0,0,21425457
8054902621666,8054902697000,8054872492336,8054878307512,23592482,16668333,0,0,21890152
8054936033666,8054936116000,8054907206390,8054915053390,20204673,16668333,0,0,21696485
8054969452666,8054969528000,8054941972676,8054949630495,20053639,16668333,0,0,21651579
8055002864666,8055002947000,8054976632853,8054980849567,21584152,16668333,0,0,21590031
8055036283666,8055036359000,8055010939193,8055017727019,18475731,16668333,0,0,21295369
8055069695666,8055086482000,8055045322740,8055056117872,30484055,16668333,0,0,21187447
8055103032332,8055119903000,8055080248635,8055084117471,32774410,16668333,0,0,21187447
8055136486999,8055153314000,8055114398011,8055119902840,32961653,16668333,0,0,21490931
8055169907999,8055186731000,8055148443300,8055152460515,32711410,16668333,0,0,21166517
8055186650666,8055286979000,8055167681116,8055180694255,99618060,16668333,0,0,20968446
8055220067666,8055303685000,8055188889082,8055195192212,28616806,16668333,0,0,20679429
8055320315666,8055337103000,8055286857189,8055294776814,31470769,16668333,0,0,21861452
8055337021666,8055353813000,8055303604182,8055307761913,30841720,16668333,0,0,21760318
8055370439666,8055370517000,8055337133354,8055345348977,24695032,16668333,0,0,21670482
8055387149666,8055387224000,8055362919795,8055369966161,16908056,16668333,0,0,21500515
8055420560666,8055437354000,8055397673101,8055406108978,30454428,16668333,0,0,21402948
8055453897332,8055470768000,8055432188755,8055439198621,30739764,16668333,0,0,21402948
8055487358999,8055504180000,8055467345509,8055476349832,26982389,16668333,0,0,21346525
8055520772999,8055537597000,8055502396186,8055509808064,26909696,16668333,0,0,21205674
8055554184999,8055571015000,8055536809985,8055544813414,26023666,16668333,0,0,21214832
8055587683333,8055604432000,8055571075688,8055578681463,25494128,16668333,0,0,21030727
8055637768666,8055637848000,8055605423433,8055612459300,24892181,16668333,0,0,20933481
8055671184666,8055671260000,8055639713445,8055648385798,22918082,16668333,0,0,20800194
8055704596666,8055721389000,8055674097212,8055685697772,30818738,16668333,0,0,20789501
8055737933332,8055738091000,8055708652815,8055714968566,23400913,16668333,0,0,20789501
8055771427666,8055771512000,8055743125867,8055749867239,21577957,16668333,0,0,21008208
8055788095999,8055788218000,8055754982725,8055760472958,27552802,16668333,0,0,21008208
8055804848666,8055888465000,8055771492260,8055777035729,97083769,16668333,0,0,20836907
8055821554666,8055905173000,8055788328691,8055798165955,27710315,16668333,0,0,20713022
8055921801666,8055938587000,8055888288425,8055900046382,29631097,16668333,0,0,19998642
8055938509666,8055955298000,8055905073577,8055909801367,29359209,16668333,0,0,20053198
8055971923666,8055972002000,8055938670670,8055945272868,26173689,16668333,0,0,20306210
8055988634666,8056005419000,8055960212039,8055968768022,28660561,16668333,0,0,20165596
8056022006999,8056022130000,8055994954560,8056003273037,18157275,16668333,0,0,20091300
8056055466666,8056055548000,8056029042656,8056035020423,20639931,16668333,0,0,20070703
8056088884666,8056088964000,8056062826235,8056071443219,16644756,16668333,0,0,19878982
8056122300666,8056139082000,8056097061352,8056105680762,29352173,16668333,0,0,19882479
8056155637332,8056172498000,8056131893818,8056139031353,29508008,16668333,0,0,19882479
8056189086999,8056205916000,8056166155654,8056173943980,28696344,16668333,0,0,19881342
8056222502999,8056239330000,8056201286914,8056210536131,28912684,16668333,0,0,19766764
8056255920999,8056272746000,8056235608189,8056245459377,27586046,16668333,0,0,19699227
8056289334999,8056306166000,8056270336747,8056274823819,29514738,16668333,0,0,19745890
8056322750999,8056339577000,8056304883110,8056310820072,28069136,16668333,0,0,19832225
8056356245333,8056372993000,8056339463630,8056345244360,28012430,16668333,0,0,19340502
8056389581999,8056389702000,8056356318240,8056361525016,28470484,16668333,0,0,19340502
8056423038666,8056489951000,8056389594916,8056394879122,94006459,16668333,0,0,19039044
8056456375332,8056506661000,8056424077011,8056431152124,28201040,16668333,0,0,19039044
8056523287666,8056523365000,8056489800790,8056494781003,27707407,16668333,0,0,18408704
8056539997666,8056540074000,8056506436598,8056512222032,27672035,16668333,0,0,18378900
8056556701666,8056556780000,8056525659450,8056533146283,22800462,16668333,0,0,18278883
8056590116666,8056590196000,8056560226213,8056568920760,20297921,16668333,0,0,18198768
8056623532666,8056623616000,8056594549695,8056602099501,20996819,16668333,0,0,18272910
8056656952666,8056657032000,8056628874862,8056637375533,18633561,16668333,0,0,18248887
8056690368666,8056690449000,8056663481047,8056671078903,18486536,16668333,0,0,18296756
8056723785666,8056723865000,8056698401197,8056705783704,18274831,16668333,0,0,18267136
8056757201666,8056773988000,8056732932345,8056742228258,26627041,16668333,0,0,18218888
8056790538332,8056790691000,8056766447950,8056771886889,17971167,16668333,0,0,18218888
8056824027666,8056824107000,8056800833598,8056807256713,16882760,16668333,0,0,18272468
8056857443666,8056874231000,8056835257541,8056841972627,26343905,16668333,0,0,18148815
8056890780332,8056907646000,8056870106218,8056878223232,25055140,16668333,0,0,18148815
8056924235999,8056941063000,8056904820586,8056913663988,27203702,16668333,0,0,17999418
8056957650999,8056974479000,8056939109544,8056946959472,25715280,16668333,0,0,18007686
8056991067999,8056991189000,8056957994896,8056963557600,26446667,16668333,0,0,18068317
8057007815666,8057007895000,8056977788919,8056983025029,24693592,16668333,0,0,18043684
8057024525666,8057091435000,8056991231279,8056997741787,86660476,16668333,0,0,17951600
8057107904998,8057108144000,8057076314949,8057085311477,23009681,16668333,0,0,17850798
8057124771666,8057124849000,8057092360113,8057098322535,25721938,16668333,0,0,17571979
8057158185666,8057158268000,8057127108124,8057133257949,24239721,16668333,0,0,17543052
8057191604666,8057191681000,8057161634251,8057170310340,20806493,16668333,0,0,17416053
8057225017666,8057225098000,8057195887701,8057202559272,21880560,16668333,0,0,17480209
8057258434666,8057258515000,8057230524554,8057239069345,18951440,16668333,0,0,17386305
8057291851666,8057291932000,8057264806235,8057272019464,20080355,16668333,0,0,17435517
8057325268666,8057325344000,8057299083572,8057307254116,17551090,16668333,0,0,17374747
8057358680666,8057375474000,8057333298734,8057347661710,25728258,16668333,0,0,17388563
8057392017332,8057408885000,8057367844388,8057375824710,25126327,16668333,0,0,17388563
8057425478999,8057442303000,8057401951359,8057410097192,25989808,16668333,0,0,22099169
8057458889999,8057475719000,8057436402953,8057444595827,25362936,16668333,0,0,22017097
8057492307999,8057509135000,8057471571913,8057486758375,22591331,16668333,0,0,21948014
8057525723999,8057542549000,8057505697683,8057511926141,24497517,16668333,0,0,21882442
8057592553999,8057642796000,8057569221543,8057579106537,19676184,16668333,0,0,22566048
8057642558998,8057659506000,8057624155177,8057636225595,23579799,16668333,0,0,22566048
8057676132666,8057692921000,8057644750632,8057650035766,26722648,16668333,0,0,22682385
8057709510999,8057709627000,8057678391134,8057685422762,23867526,16668333,0,0,22775693
8057742963666,8057759756000,8057712922343,8057727215868,26112231,16668333,0,0,22373898
8057776300332,8057776459000,8057747918187,8057755052585,20636546,16668333,0,0,22373898
8057809795666,8057826584000,8057782967532,8057796744890,25985630,16668333,0,0,22831354
8057843132332,8057859998000,8057817808074,8057828425907,25824536,16668333,0,0,22831354
8057876588999,8057893414000,8057852355829,8057860840606,26468370,16668333,0,0,23272355
8057910002999,8057926836000,8057887133965,8057896676086,26749696,16668333,0,0,23283015
8057943418999,8057960245000,8057922269165,8057930708643,25690181,16668333,0,0,23133990
8057976840999,8057993665000,8057956752439,8057966971064,26454981,16668333,0,0,23061372
